Mineral_Name,Mineral_Name_plain,Mineral_Name_(HTML),Structural_Groupname,Valence_Elements,Oldest_Known_Age_Ma,Fe_AMCSD,Co_AMCSD,Cu_AMCSD,Mn_AMCSD,Mo_AMCSD,Ni_AMCSD,V_AMCSD,W_AMCSD,Zn_AMCSD,Retrieved(Y/N)
,Kalininite,Kalininite,Spinel,Zn^2+ Cr^3+ S^2-,481,NA,,,,,,,,,
,Magnesiocoulsonite,Magnesiocoulsonite,Spinel,Mg V^3+ O,481,NA,,,,,,,,,
Rhodostannite,Rhodostannite,Rhodostannite,Spinel,Cu^1+ Fe^2+ Sn^4+ S^2-,180,,NA,,NA,NA,NA,NA,NA,NA,
Cuprospinel,Cuprospinel,Cuprospinel,Spinel,Cu^2+ Fe^3+ O,0,,NA,,NA,NA,NA,NA,NA,NA,
Ahrensite,Ahrensite,Ahrensite,Spinel,Si Fe^2+ O,,748,NA,NA,NA,NA,NA,NA,NA,NA,N
Indite,Indite,Indite,Spinel,Fe^2+ In^3+ S^2-,,,NA,NA,NA,NA,NA,NA,NA,NA,
Titanomaghemite,Titanomaghemite,Titanomaghemite,Spinel,Ti^4+ Fe^3+ O,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Famatinite,Famatinite,Stannite,Cu^1+ Cu^2+ Sb^3+ S^2-,4000,NA,,,,,,,,,
,Kesterite,Kesterite,Stannite,Cu^1+ Zn^2+ Sn^4+ S^2-,2716,NA,,,,,,,,,
,Cernyite,&#268;ern&#253;ite,Stannite,Cu^1+ Cd^2+ Sn^4+ S^2-,2644,NA,,,,,,,,,
,Luzonite,Luzonite,Stannite,Cu As S^2-,1141,NA,,,,,,,,,
,Kuramite,Kuramite,Stannite,Cu^1+ Cu^2+ Sn^4+ S^2-,900,NA,,,,,,,,,
,Velikite,Velikite,Stannite,Cu^1+ Hg^2+ Sn^4+ S^2-,273.4,NA,,,,,,,,,
,Pirquitasite,Pirquitasite,Stannite,Ag^1+ Zn^2+ Sn^4+ S^2-,24.5,NA,,,,,,,,,
Stannoidite,Stannoidite,Stannoidite,Stannoidite,Cu^1+ Fe^3+ Fe^2+ Zn^2+ Sn^4+ S^2-,2716,,NA,,NA,NA,NA,NA,NA,,
Rozenite,Rozenite,Rozenite,Starkeyite,Fe^2+ S^6+ O H,2724,,NA,NA,NA,NA,NA,NA,NA,NA,
,Boyleite,Boyleite,Starkeyite,Zn^2+ S^6+ O H,1100,NA,,,,,,,,,
,Aplowite,Aplowite,Starkeyite,Co^2+ S^6+ O H,425,NA,,,,,,,,,
,Ilesite,Ilesite,Starkeyite,Mn^2+ S^6+ O H,408,NA,,,,,,,,,
Stewartite,Stewartite,Stewartite,Stewartite,Mn^2+ Fe^3+ P O H,1702,,NA,NA,,NA,NA,NA,NA,NA,
,Kastningite,Kastningite,Stewartite,Mn^2+ Al P O H,561,NA,,,,,,,,,
Pseudolaueite,Pseudolaueite,Pseudolaueite,Stewartite,Mn^2+ Fe^3+ P O H,561,,NA,NA,,NA,NA,NA,NA,NA,
Fernandinite,Fernandinite,Fernandinite,Straczekite,Ca Na K V^5+ V^4+ Fe^2+ Ti^4+ O H,117,FE_SUB,NA,NA,NA,NA,NA,5363,NA,NA,N
,Straczekite,Straczekite,Straczekite,Ca K Ba V^4+ V^5+ O H,105,NA,,,,,,,,,
Strunzite,Strunzite,Strunzite,Strunzite,Mn^2+ Fe^3+ P^5+ O H,1820,,NA,NA,,NA,NA,NA,NA,NA,
Metavivianite,Metavivianite,Metavivianite,Symplesite,Fe^2+ Fe^3+ P O H,1820,,NA,NA,NA,NA,NA,NA,NA,NA,
Amarillite,Amarillite,Amarillite,Tamarugite,Na Fe^3+ S O H,445,12226,NA,NA,NA,NA,NA,NA,NA,NA,N
Tapiolite-(Fe),Tapiolite-(Fe),Tapiolite-(Fe),Tapiolite,Fe^2+ Ta O,2675,,NA,NA,NA,NA,NA,NA,NA,NA,
,Ordonezite,Ordo&#241;ezite,Tapiolite,Zn^2+ Sb^5+ O,25,NA,,,,,,,,,
,Tarbuttite,Tarbuttite,Tarbuttite,Zn^2+ P^5+ O H,1861,NA,,,,,,,,,
,Paradamite,Paradamite,Tarbuttite,Zn^2+ As^5+ O H,541,NA,,,,,,,,,
Freibergite,Freibergite,Freibergite,Tennantite,Ag^1+ Cu^1+ Fe^2+ Sb^3+ S^2-,2735,,NA,,NA,NA,NA,NA,NA,NA,
,Galkhaite,Galkhaite,Tennantite,Hg^2+ Cu^1+ Cs^1+ As^3+ S^2-,2638,NA,,,,,,,,,
,Goldfieldite,Goldfieldite,Tennantite,Cu^1+ Te^4+ S^2-,444,NA,,,,,,,,,
,Vanadomalayaite,Vanadomalayaite,Titanite,Ca V^4+ O Si,100,NA,,,,,,,,,
Maxwellite,Maxwellite,Maxwellite,Titanite,Na Fe^3+ As^5+ O F,25,,NA,NA,NA,NA,NA,NA,NA,NA,
Tavorite,Tavorite,Tavorite,Titanite-Amblygonite,Li Fe^3+ P O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
,Tivanite,Tivanite,Tivanite,Ti^4+ V^3+ O H,2680,NA,,,,,,,,,
Pseudorutile,Pseudorutile,Pseudorutile,Tivanite,Fe^3+ Ti^4+ O,1160,,NA,NA,NA,NA,NA,NA,NA,NA,
Kleberite,Kleberite,Kleberite,Tivanite,Fe^3+ Ti^4+ O H,145.5,,NA,NA,NA,NA,NA,NA,NA,NA,
Tochilinite,Tochilinite,Tochilinite,Tochilinite,Fe^2+ S^2- Mg O H,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
Schorl,Schorl,Schorl,Tourmaline,Na Fe^2+ Al Si O B H,4000,,NA,NA,NA,NA,NA,NA,NA,NA,
,Chromium-dravite,Chromium-dravite,Tourmaline,Na Mg Cr^3+ Si O B H,3100,NA,,,,,,,,,
Foitite,Foitite,Foitite,Tourmaline,Fe^2+ Al Si O B H,2799,,NA,NA,NA,NA,NA,NA,NA,NA,
Feruvite,Feruvite,Feruvite,Tourmaline,Ca Fe^2+ Al Mg Si O B H,2660,,NA,NA,NA,NA,NA,NA,NA,NA,
,Fluor-tsilaisite,Fluor-tsilaisite,Tourmaline,Na Mn^2+ Al Si O B H F,2000,NA,,,,,,,,,
Oxy-schorl,Oxy-schorl,Oxy-schorl,Tourmaline,Na Fe^2+ Al Si O B H,1814,,NA,NA,NA,NA,NA,NA,NA,NA,
,Chromo-alumino-povondraite,Chromo-alumino-povondraite,Tourmaline,Na Cr^3+ Al Mg Si O B H,1600,NA,,,,,,,,,
,Oxy-chromium-dravite,Oxy-chromium-dravite,Tourmaline,Na Cr^3+ Mg Si O B H,1600,NA,,,,,,,,,
Fluor-schorl,Fluor-schorl,Fluor-schorl,Tourmaline,Na Fe^2+ Al Si O B H F,960,,NA,NA,NA,NA,NA,NA,NA,NA,
,Oxy-vanadium-dravite,Oxy-vanadium-dravite,Tourmaline,Na Mg V^3+ Si O B H,481,NA,,,,,,,,,
,Vanadio-oxy-dravite,Vanadio-oxy-dravite,Tourmaline,Na V^3+ Al Mg Si O B H,481,NA,,,,,,,,,
Povondraite,Povondraite,Povondraite,Tourmaline,Na Fe^3+ Mg Si O B H,171,,NA,NA,NA,NA,NA,NA,NA,NA,
,Tsilaisite,Tsilaisite,Tourmaline,Na Mn^2+ Al Si O B H,8,NA,,,,,,,,,
Adachiite,Adachiite,Adachiite,Tourmaline,Ca Fe^2+ Al Si O B H,,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Fluor-buergerite,Fluor-buergerite,Fluor-buergerite,Tourmaline,Na Fe^3+ Al Si O B F,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Triplite,Triplite,Triplite,Mn^2+ P O F,2772,NA,,,,,,,,,
Zwieselite,Zwieselite,Zwieselite,Triplite,Fe^2+ P O F,1820,,NA,NA,NA,NA,NA,NA,NA,NA,
Schafarzikite,Schafarzikite,Schafarzikite,Trippkeite,Fe^2+ Sb^3+ O,2000,,NA,NA,NA,NA,NA,NA,NA,NA,
,Kusachiite,Kusachiite,Trippkeite,Cu^2+ Bi^3+ O,316,NA,,,,,,,,,
,Trippkeite,Trippkeite,Trippkeite,Cu^2+ As^3+ O,251,NA,,,,,,,,,
Apuanite,Apuanite,Apuanite,Trippkeite,Fe^2+ Fe^3+ Sb^3+ O S,27,751,NA,NA,NA,NA,NA,NA,NA,NA,N
,Turquoise,Turquoise,Turquoise,Cu^2+ Al P^5+ O H,2680,NA,,,,,,,,,
Chalcosiderite,Chalcosiderite,Chalcosiderite,Turquoise,Cu^2+ Fe^3+ P O H,1795,FE_SUB,NA,14837,NA,NA,NA,NA,NA,NA,N
,Faustite,Faustite,Turquoise,Zn^2+ Al P^5+ O H,1795,NA,,,,,,,,,
,Tyrolite,Tyrolite,Tyrolite,Ca Cu^2+ As^5+ O C H,2222.9,NA,,,,,,,,,
,Tangdanite,Tangdanite,Tyrolite,Ca Cu^2+ As^5+ O S^6+ H,1500,NA,,,,,,,,,
,Ullmannite,Ullmannite,Ullmannite,Ni Sb S,3640,NA,,,,,,,,,
,Gersdorffite-P213,Gersdorffite-P2&lt;sub&gt;1&lt;/sub&gt;3,Ullmannite,Ni^3+ As S,,NA,,,,,,,,,
Valleriite,Valleriite,Valleriite,Valleriite,Fe Cu S Mg Al O H,3640,,NA,,NA,NA,NA,NA,NA,NA,
,Cupromolybdite,Cupromolybdite,Vergasovaite,Cu^2+ O Mo^6+,3.60E-05,NA,,,,,,,,,
,Vergasovaite,Vergasovaite,Vergasovaite,Cu^2+ O Mo^6+ S^6+,3.60E-05,NA,,,,,,,,,
Vesuvianite,Vesuvianite,Vesuvianite,Vesuvianite,Ca Na Al Mg Fe^3+ Si O H F,2918,,NA,NA,NA,NA,NA,NA,NA,NA,
,Manganvesuvianite,Manganvesuvianite,Vesuvianite,Ca Mn^3+ Al Mg Si O H,2400,NA,,,,,,,,,
,Annabergite,Annabergite,Vivianite,Ni^2+ As^5+ O H,2742,NA,,,,,,,,,
Vivianite,Vivianite,Vivianite,Vivianite,Fe^2+ P O H,2685,,NA,NA,NA,NA,NA,NA,NA,NA,
,Erythrite,Erythrite,Vivianite,Co^2+ As^5+ O H,2680,NA,,,,,,,,,
,Kottigite,Kottigite,Vivianite,Zn^2+ As^5+ O H,1861,NA,,,,,,,,,
Parasymplesite,Parasymplesite,Parasymplesite,Vivianite,Fe^2+ As^5+ O H,1806,,NA,NA,NA,NA,NA,NA,NA,NA,
,Arupite,Arupite,Vivianite,Ni^2+ P^5+ O H,,NA,,,,,,,,,
,Volborthite,Volborthite,Volborthite,Cu^2+ V^5+ O H,1800,NA,,,,,,,,,
,Martyite,Martyite,Volborthite,Zn^2+ V^5+ O H,0,NA,,,,,,,,,
Voltaite,Voltaite,Voltaite,Voltaite,K Fe^2+ Fe^3+ Al S^6+ O H,2816,,NA,NA,NA,NA,NA,NA,NA,NA,
Pertlikite,Pertlikite,Pertlikite,Voltaite,K Fe^2+ Mg Fe^3+ Al S O H,298.9,,NA,NA,NA,NA,NA,NA,NA,NA,
,Lavenite,L&#229;venite,Wöhlerite,Na Ca Mn^2+ Fe^2+ Zr^4+ Ti^4+ Nb^5+ Si O F,2500,NA,,,,,,,,,
Låvenite,Lavenite,L&#229;venite,Wöhlerite,Na Ca Mn^2+ Fe^2+ Zr^4+ Ti^4+ Nb^5+ Si O F,2500,,NA,NA,,NA,NA,NA,NA,NA,
Hiortdahlite,Hiortdahlite,Hiortdahlite,Wöhlerite,Na Ca Zr^4+ Mn^2+ Ti^4+ Fe^2+ Si O F,1301,,NA,NA,,NA,NA,NA,NA,NA,
Normandite,Normandite,Normandite,Wöhlerite,Na Ca Mn^2+ Fe^2+ Ti^4+ Nb^5+ Zr^4+ Si O F,418,,NA,NA,,NA,NA,NA,NA,NA,
,Janhaugite,Janhaugite,Wöhlerite,Na Mn^2+ Ti^4+ Si O H F,413.6,NA,,,,,,,,,
,Triploidite,Triploidite,Wagnerite,Mn^2+ P O H,2772,NA,,,,,,,,,
,Sarkinite,Sarkinite,Wagnerite,Mn^2+ As^5+ O H,2000,NA,,,,,,,,,
Staněkite,Stanekite,Stan&#283;kite,Wagnerite,Fe^3+ Mn^2+ O P,2000,,NA,NA,,NA,NA,NA,NA,NA,
Wolfeite,Wolfeite,Wolfeite,Wagnerite,Fe^2+ P O H,1820,,NA,NA,NA,NA,NA,NA,NA,NA,
,Joosteite,Joosteite,Wagnerite,Mn^2+ Mn^3+ O P^5+,511.7,NA,,,,,,,,,
Cyrilovite,Cyrilovite,Cyrilovite,Wardite,Na Fe^3+ P O H,1795,,NA,NA,NA,NA,NA,NA,NA,NA,
Warwickite,Warwickite,Warwickite,Warwickite,Mg Ti^4+ Fe^3+ Cr^3+ Al O B,1600,,NA,NA,NA,NA,NA,NA,NA,NA,
Yuanfuliite,Yuanfuliite,Yuanfuliite,Warwickite,Mg Fe^3+ Al O B,110,,NA,NA,NA,NA,NA,NA,NA,NA,
Allanpringite,Allanpringite,Allanpringite,Wavellite,Fe^3+ P O H,,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Welinite,Welinite,Welinite,Mn^2+ W^6+ Si O H,1898,NA,,,,,,,,,
,Franciscanite,Franciscanite,Welinite,Mn^2+ V^5+ Si O H,100,NA,,,,,,,,,
,Wopmayite,Wopmayite,Whitlockite,Ca Na Mn^2+ P^5+ O H,2644,NA,,,,,,,,,
Cerite-(Ce),Cerite-(Ce),Cerite-(Ce),Whitlockite,Ce La Ca Mg Fe^3+ Si O H,2500,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Cerite-(La),Cerite-(La),Cerite-(La),Whitlockite,La Ce Ca Fe^3+ Mg Si O H,413.6,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Bederite,Bederite,Bederite,Wicksite,Ca Mn^2+ Fe^3+ P O H,2046,FE_SUB,NA,NA,MN_SUB,NA,NA,NA,NA,NA,N
Wicksite,Wicksite,Wicksite,Wicksite,Na Ca Fe^2+ Fe^3+ Mn^2+ P O H,1702,,NA,NA,,NA,NA,NA,NA,NA,
Grischunite,Grischunite,Grischunite,Wicksite,Na Ca Mn^2+ Fe^3+ As^5+ O H,65,,NA,NA,,NA,NA,NA,NA,NA,
Tassieite,Tassieite,Tassieite,Wicksite,Na Ca Mg Fe^2+ Fe^3+ P O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Wodginite,Wodginite,Wodginite,Mn^2+ Sn^4+ Ta^5+ O,2918,NA,,,,,,,,,
Ferberite,Ferberite,Ferberite,Wolframite,Fe^2+ W^6+ O,2816,,NA,NA,NA,NA,NA,NA,,NA,
,Hubnerite,Hubnerite,Wolframite,Mn^2+ W^6+ O,2058,NA,,,,,,,,,
,Huanzalaite,Huanzalaite,Wolframite,Mg W^6+ O,164,NA,,,,,,,,,
,Sanmartinite,Sanmartinite,Wolframite,Zn^2+ W^6+ O,,NA,,,,,,,,,
,Bustamite,Bustamite,Wollastonite,Ca Mn^2+ Si O,2860,NA,,,,,,,,,
Ferrobustamite,Ferrobustamite,Ferrobustamite,Wollastonite,Ca Fe^2+ Si O,2100,,NA,NA,NA,NA,NA,NA,NA,NA,
Cubanite,Cubanite,Cubanite,Wurtzite,Cu^1+ Fe^2+ Fe^3+ S^2-,4000,,NA,,NA,NA,NA,NA,NA,NA,
,Wurtzite,Wurtzite,Wurtzite,Zn^2+ S^2+,2816,NA,,,,,,,,,
,Rambergite,Rambergite,Wurtzite,Mn^2+ S^2-,1800,NA,,,,,,,,,
,Zincite,Zincite,Wurtzite,Zn^2+ O,1800,NA,,,,,,,,,
Buseckite,Buseckite,Buseckite,Wurtzite,Fe^2+ Zn^2+ Mn^2+ S^2-,,FE_SUB,NA,NA,MN_SUB,NA,NA,NA,NA,ZN_SUB,N
Yurmarinite,Yurmarinite,Yurmarinite,Yurmarinite,Na Fe^3+ Mg Cu^2+ As^5+ O,3.60E-05,,NA,,NA,NA,NA,NA,NA,NA,
Kinichilite,Kinichilite,Kinichilite,Zemannite,Mg Mn^2+ Fe^3+ Te^4+ O H,48,,NA,NA,,NA,NA,NA,NA,NA,
Zemannite,Zemannite,Zemannite,Zemannite,Mg Zn^2+ Fe^3+ Te^4+ O H,48,,NA,NA,NA,NA,NA,NA,NA,,
,Chalcocyanite,Chalcocyanite,Zinkosite,Cu^2+ S^6+ O,900,NA,,,,,,,,,
,Zinkosite,Zinkosite,Zinkosite,Zn^2+ S^6+ O,28.9,NA,,,,,,,,,
Eldfellite,Eldfellite,Eldfellite,Zinkosite,Na Fe^3+ S^6+ O,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Zinczippeite,Zinczippeite,Zippeite,Zn^2+ U^6+ O S^6+ H,2000,NA,,,,,,,,,
,Cobaltzippeite,Cobaltzippeite,Zippeite,Co^2+ U^6+ O S^6+ H,0,NA,,,,,,,,,
,Chromatite,Chromatite,Zircon,Ca Cr^6+ O,2058,NA,,,,,,,,,
,Wakefieldite-(Ce),Wakefieldite-(Ce),Zircon,Ce^3+ V^5+ O,975.3,NA,,,,,,,,,
,Wakefieldite-(Y),Wakefieldite-(Y),Zircon,Y^3+ V^5+ O,541,NA,,,,,,,,,
,Dreyerite,Dreyerite,Zircon,Bi^3+ V^5+ O,394,NA,,,,,,,,,
,Wakefieldite-(La),Wakefieldite-(La),Zircon,La^3+ V^5+ O,201,NA,,,,,,,,,
,Wakefieldite-(Nd),Wakefieldite-(Nd),Zircon,Nd^3+ V^5+ O,,NA,,,,,,,,,
Laachite,Laachite,Laachite,Zirconolite,Ca Mn^2+ Zr^4+ Nb^5+ Ti^4+ Fe^2+ O,500,,NA,NA,,NA,NA,NA,NA,NA,
Stefanweissite,Stefanweissite,Stefanweissite,Zirconolite,Ca REE Zr^4+ Nb^5+ Ti^4+ Fe^2+ O,354,,NA,NA,NA,NA,NA,NA,NA,NA,
,Murchisite,Murchisite,,Cr S,4700,NA,,,,,,,,,
Schreibersite,Schreibersite,Schreibersite,,Fe Ni Cr P,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
Troilite,Troilite,Troilite,,Fe^2+ S^2-,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
Goethite,Goethite,Goethite,,Fe^3+ O H,4620,,NA,NA,NA,NA,NA,NA,NA,NA,
Mackinawite,Mackinawite,Mackinawite,,Fe Ni S,4620,,NA,NA,NA,NA,,NA,NA,NA,
,Nickelphosphide,Nickelphosphide,,Ni P,4620,NA,,,,,,,,,
Roaldite,Roaldite,Roaldite,,Fe Ni N,4620,,NA,NA,NA,NA,,NA,NA,NA,
Wüstite,Wustite,W&#252;stite,,Fe^2+ O,4620,,NA,NA,NA,NA,NA,NA,NA,NA,
,Heazlewoodite,Heazlewoodite,,Ni S,4567.61,NA,,,,,,,,,
,Antlerite,Antlerite,,Cu^2+ S^6+ O H,4000,NA,,,,,,,,,
,Azurite,Azurite,,Cu^2+ C O H,4000,NA,,,,,,,,,
Bornite,Bornite,Bornite,,Cu^1+ Fe^3+ S^2-,4000,FE_SUB,NA,CU_SUB,NA,NA,NA,NA,NA,NA,N
,Chalcocite,Chalcocite,,Cu^1+ S^2-,4000,NA,,,,,,,,,
Chloritoid,Chloritoid,Chloritoid,,Fe^2+ Al O Si H,4000,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Covellite,Covellite,,Cu^1+ S,4000,NA,,,,,,,,,
Jamesonite,Jamesonite,Jamesonite,,Pb^2+ Fe^2+ Sb^3+ S^2-,3640,,NA,NA,NA,NA,NA,NA,NA,NA,
Leucophosphite,Leucophosphite,Leucophosphite,,K Fe^3+ P O H,3110,,NA,NA,NA,NA,NA,NA,NA,NA,
Strengite,Strengite,Strengite,,Fe^3+ P O H,3110,,NA,NA,NA,NA,NA,NA,NA,NA,
Kupčíkite,Kupcikite,Kup&#269;&#237;kite,,Cu Fe Bi S,3026,,NA,,NA,NA,NA,NA,NA,NA,
Staurolite,Staurolite,Staurolite,,Fe^2+ Al Si O H,2906,,NA,NA,NA,NA,NA,NA,NA,NA,
Fibroferrite,Fibroferrite,Fibroferrite,,Fe^3+ S^6+ O H,2860,,NA,NA,NA,NA,NA,NA,NA,NA,
Cafarsite,Cafarsite,Cafarsite,,Ca Na Ti^4+ Fe^3+ Fe^2+ As^3+ O F,2816,20738,NA,NA,NA,NA,NA,NA,NA,NA,N
Hemloite,Hemloite,Hemloite,,Ti^4+ V^3+ Fe^3+ Al As^3+ O H,2816,,NA,NA,NA,NA,NA,,NA,NA,
Smythite,Smythite,Smythite,,Fe Ni S,2749.9,,NA,NA,NA,NA,,NA,NA,NA,
Scorodite,Scorodite,Scorodite,,Fe^3+ As^5+ O H,2739,,NA,NA,NA,NA,NA,NA,NA,NA,
Mawsonite,Mawsonite,Mawsonite,,Cu^1+ Fe^3+ Sn^4+ S^2-,2716,,NA,,NA,NA,NA,NA,NA,NA,
Emmonsite,Emmonsite,Emmonsite,,Fe^3+ Te^4+ O H,2638,,NA,NA,NA,NA,NA,NA,NA,NA,
Butlerite,Butlerite,Butlerite,,Fe^3+ S^6+ O H,2500,232,NA,NA,NA,NA,NA,NA,NA,NA,N
Cacoxenite,Cacoxenite,Cacoxenite,,Fe^3+ Al O P H,2500,14677,NA,NA,NA,NA,NA,NA,NA,NA,N
Delafossite,Delafossite,Delafossite,,Cu^1+ Fe^3+ O,2500,,NA,,NA,NA,NA,NA,NA,NA,
Kornelite,Kornelite,Kornelite,,Fe^3+ S^6+ O H,2500,,NA,NA,NA,NA,NA,NA,NA,NA,
Ransomite,Ransomite,Ransomite,,Cu^2+ Fe^3+ S^6+ O H,2500,,NA,,NA,NA,NA,NA,NA,NA,
Rhomboclase,Rhomboclase,Rhomboclase,,H O Fe^3+ S^6+,2500,,NA,NA,NA,NA,NA,NA,NA,NA,
Römerite,Romerite,R&#246;merite,,Fe^2+ Fe^3+ S^6+ O H,2500,,NA,NA,NA,NA,NA,NA,NA,NA,
Schwertmannite,Schwertmannite,Schwertmannite,,Fe^3+ O H S^6+,2500,,NA,NA,NA,NA,NA,NA,NA,NA,
Yavapaiite,Yavapaiite,Yavapaiite,,K Fe^3+ S^6+ O,2500,,NA,NA,NA,NA,NA,NA,NA,NA,
Chapmanite,Chapmanite,Chapmanite,,Fe^3+ Sb^3+ Si O H,2222.9,15317,NA,NA,NA,NA,NA,NA,NA,NA,N
Montroseite,Montroseite,Montroseite,,V^3+ Fe^2+ V^4+ O H,2200,,NA,NA,NA,NA,NA,,NA,NA,
Bukovskyite,Bukovskyite,Bukovsk&#253;ite,,Fe^3+ As^5+ O S^6+ H,2157,19196,NA,NA,NA,NA,NA,NA,NA,NA,N
Richetite,Richetite,Richetite,,Fe^3+ Mg Pb^2+ U O H,2100,,NA,NA,NA,NA,NA,NA,NA,NA,
Magbasite,Magbasite,Magbasite,,K Ba Fe^3+ Mg Si O H F,2070,,NA,NA,NA,NA,NA,NA,NA,NA,
Ferronickelplatinum,Ferronickelplatinum,Ferronickelplatinum,,Pt Fe Ni,2058,,NA,NA,NA,NA,,NA,NA,NA,
Lindqvistite,Lindqvistite,Lindqvistite,,Pb^2+ Mn^2+ Fe^3+ O,2058,,NA,NA,,NA,NA,NA,NA,NA,
Angarfite,Angarfite,Angarfite,,Na Fe^3+ P O H,2046,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Barbosalite,Barbosalite,Barbosalite,,Fe^2+ Fe^3+ P O H,2046,8412,NA,NA,NA,NA,NA,NA,NA,NA,N
Kidwellite,Kidwellite,Kidwellite,,Na Fe^3+ P O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
Lipscombite,Lipscombite,Lipscombite,,Fe^2+ Fe^3+ P O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
Mélonjosephite,Melonjosephite,M&#233;lonjosephite,,Ca Fe^2+ Fe^3+ P O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
Scorzalite,Scorzalite,Scorzalite,,Fe^2+ Al P O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
Betekhtinite,Betekhtinite,Betekhtinite,,Cu Fe Pb S,1898,FE_SUB,NA,9232,NA,NA,NA,NA,NA,NA,N
Hyttsjöite,Hyttsjoite,Hyttsj&#246;ite,,Pb Ba Ca Mn^2+ Fe^3+ Si O Cl H,1898,,NA,NA,,NA,NA,NA,NA,NA,
Jagoite,Jagoite,Jagoite,,Pb^2+ Fe^3+ Si O Cl,1898,,NA,NA,NA,NA,NA,NA,NA,NA,
Stenhuggarite,Stenhuggarite,Stenhuggarite,,Ca Fe^3+ Sb^3+ As^3+ O,1898,,NA,NA,NA,NA,NA,NA,NA,NA,
Taramellite,Taramellite,Taramellite,,Ba Fe^3+ Ti^4+ O B Si Cl,1898,,NA,NA,NA,NA,NA,NA,NA,NA,
Zenzénite,Zenzenite,Zenz&#233;nite,,Pb^2+ Fe^3+ Mn^4+ O,1898,,NA,NA,,NA,NA,NA,NA,NA,
Melanotekite,Melanotekite,Melanotekite,,Pb Fe^3+ O Si,1890,,NA,NA,NA,NA,NA,NA,NA,NA,
Tinticite,Tinticite,Tinticite,,Fe^3+ P O H,1846,,NA,NA,NA,NA,NA,NA,NA,NA,
Schubnelite,Schubnelite,Schubnelite,,Fe^3+ V^5+ O H,1840,,NA,NA,NA,NA,,,NA,NA,
Kaatialaite,Kaatialaite,Kaatialaite,,Fe^3+ H As^5+ O,1806,,NA,NA,NA,NA,NA,NA,NA,NA,
Pyroxferroite,Pyroxferroite,Pyroxferroite,,Fe^2+ Si O,1800,,NA,NA,NA,NA,NA,NA,NA,NA,
Thalcusite,Thalcusite,Thalcusite,,Cu Fe Tl S,1800,,NA,,NA,NA,NA,NA,NA,NA,
Rokühnite,Rokuhnite,Rok&#252;hnite,,Fe^2+ Cl H O,1761.3,,NA,NA,NA,NA,NA,NA,NA,NA,
Griphite,Griphite,Griphite,,Ca Mn^2+ Na Li Fe^2+ Al P O F H,1760,,NA,NA,,NA,NA,NA,NA,NA,
Ferrokinoshitalite,Ferrokinoshitalite,Ferrokinoshitalite,,Ba Fe^2+ Si Al O H,1739,,NA,NA,NA,NA,NA,NA,NA,NA,
Ludlamite,Ludlamite,Ludlamite,,Fe^2+ P O H,1702,,NA,NA,NA,NA,NA,NA,NA,NA,
Schneiderhöhnite,Schneiderhohnite,Schneiderh&#246;hnite,,Fe^2+ Fe^3+ As^3+ O,1702,,NA,NA,NA,NA,NA,NA,NA,NA,
Olmsteadite,Olmsteadite,Olmsteadite,,K Fe^2+ Nb^5+ O P^5+ H,1700,,NA,NA,NA,NA,NA,NA,NA,NA,
Hentschelite,Hentschelite,Hentschelite,,Cu^2+ Fe^3+ P O H,1575,,NA,,NA,NA,NA,NA,NA,NA,
Franklinfurnaceite,Franklinfurnaceite,Franklinfurnaceite,,Ca Mn^2+ Mn^3+ Fe^3+ Zn^2+ Si O H,1349,,NA,NA,,NA,NA,NA,NA,,
Graeserite,Graeserite,Graeserite,,Fe^3+ Ti^4+ As^3+ O H,1349,,NA,NA,NA,NA,NA,NA,NA,NA,
Narsarsukite,Narsarsukite,Narsarsukite,,Na Ti^4+ Fe^3+ Si O F,1301,,NA,NA,NA,NA,NA,NA,NA,NA,
Emeleusite,Emeleusite,Emeleusite,,Na Li Fe^3+ Si O,1200,,NA,NA,NA,NA,NA,NA,NA,NA,
Chalcothallite,Chalcothallite,Chalcothallite,,Cu Fe Ag Tl K Sb S,1160,FE_SUB,NA,CU_SUB,NA,NA,NA,NA,NA,NA,N
Naujakasite,Naujakasite,Naujakasite,,Na Fe^2+ Al Si O,1160,,NA,NA,NA,NA,NA,NA,NA,NA,
